cores freq perf power
0xF0 2000000 1.01788727121435 0.918671166624542
0xF0 1900000 0.968545997277032 0.810760578063403
0xF0 1800000 0.919807101467534 0.710601478122394
0xF0 1700000 0.871670583785857 0.618193866801515
0xF0 1600000 0.824136444232002 0.533537744100766
0xF0 1500000 0.777204682805968 0.456633110020147
0xF0 1400000 0.730875299507757 0.387479964559657
0xF0 1300000 0.685148294337366 0.326078307719297
0xF0 1200000 0.640023667294798 0.272428139499067
0xF0 1100000 0.595501418380051 0.226529459898966
0xF0 1000000 0.551581547593126 0.188382268918996
0xF0 900000 0.508264054934023 0.157986566559155
0xF0 800000 0.465548940402741 0.135342352819444
0xF0 700000 0.423436203999281 0.120449627699863
0xF0 600000 0.381925845723643 0.113308391200411
0xF0 500000 0.341017865575826 0.11391864332109
0xF0 400000 0.300712263555831 0.122280384061898
0xF0 300000 0.261009039663658 0.138393613422836
0xF0 200000 0.221908193899306 0.162258331403903
0x70 2000000 1.01788727121435 0.918671166624542
0x70 1900000 0.968545997277032 0.810760578063403
0x70 1800000 0.919807101467534 0.710601478122394
0x70 1700000 0.871670583785857 0.618193866801515
0x70 1600000 0.824136444232002 0.533537744100766
0x70 1500000 0.777204682805968 0.456633110020147
0x70 1400000 0.730875299507757 0.387479964559657
0x70 1300000 0.685148294337366 0.326078307719297
0x70 1200000 0.640023667294798 0.272428139499067
0x70 1100000 0.595501418380051 0.226529459898966
0x70 1000000 0.551581547593126 0.188382268918996
0x70 900000 0.508264054934023 0.157986566559155
0x70 800000 0.465548940402741 0.135342352819444
0x70 700000 0.423436203999281 0.120449627699863
0x70 600000 0.381925845723643 0.113308391200411
0x70 500000 0.341017865575826 0.11391864332109
0x70 400000 0.300712263555831 0.122280384061898
0x70 300000 0.261009039663658 0.138393613422836
0x70 200000 0.221908193899306 0.162258331403903
0x30 2000000 1.01788727121435 0.918671166624542
0x30 1900000 0.968545997277032 0.810760578063403
0x30 1800000 0.919807101467534 0.710601478122394
0x30 1700000 0.871670583785857 0.618193866801515
0x30 1600000 0.824136444232002 0.533537744100766
0x30 1500000 0.777204682805968 0.456633110020147
0x30 1400000 0.730875299507757 0.387479964559657
0x30 1300000 0.685148294337366 0.326078307719297
0x30 1200000 0.640023667294798 0.272428139499067
0x30 1100000 0.595501418380051 0.226529459898966
0x30 1000000 0.551581547593126 0.188382268918996
0x30 900000 0.508264054934023 0.157986566559155
0x30 800000 0.465548940402741 0.135342352819444
0x30 700000 0.423436203999281 0.120449627699863
0x30 600000 0.381925845723643 0.113308391200411
0x30 500000 0.341017865575826 0.11391864332109
0x30 400000 0.300712263555831 0.122280384061898
0x30 300000 0.261009039663658 0.138393613422836
0x30 200000 0.221908193899306 0.162258331403903
0x10 2000000 1.01788727121435 0.918671166624542
0x10 1900000 0.968545997277032 0.810760578063403
0x10 1800000 0.919807101467534 0.710601478122394
0x10 1700000 0.871670583785857 0.618193866801515
0x10 1600000 0.824136444232002 0.533537744100766
0x10 1500000 0.777204682805968 0.456633110020147
0x10 1400000 0.730875299507757 0.387479964559657
0x10 1300000 0.685148294337366 0.326078307719297
0x10 1200000 0.640023667294798 0.272428139499067
0x10 1100000 0.595501418380051 0.226529459898966
0x10 1000000 0.551581547593126 0.188382268918996
0x10 900000 0.508264054934023 0.157986566559155
0x10 800000 0.465548940402741 0.135342352819444
0x10 700000 0.423436203999281 0.120449627699863
0x10 600000 0.381925845723643 0.113308391200411
0x10 500000 0.341017865575826 0.11391864332109
