cores freq perf power
0xF0 2000000 0.876413549748682 0.986159918782348
0xF0 1900000 0.911722990028791 0.902904390044968
0xF0 1800000 0.91824544007967 0.802760402321633
0xF0 1700000 0.931328876546771 0.700932560917971
0xF0 1600000 0.890672151523175 0.609702134408823
0xF0 1500000 0.854369795433924 0.531439337049426
0xF0 1400000 0.816339248739033 0.473625783471286
0xF0 1300000 0.77671259512364 0.435673441264513
0xF0 1200000 0.738045973326792 0.386664066199009
0xF0 1100000 0.692301251895418 0.342860726112387
0xF0 1000000 0.649001572677121 0.304072065496056
0xF0 900000 0.601039892621835 0.269433054890277
0xF0 800000 0.547487134512948 0.239359627392827
0xF0 700000 0.507139324051192 0.216335431512882
0xF0 600000 0.442162335623415 0.196613610405649
0xF0 500000 0.366278177515918 0.173912179261115
0xF0 400000 0.307153303258127 0.150476373149472
0xF0 300000 0.240642382481329 0.128051511298545
0xF0 200000 0.161837597504654 0.101532341109745
0x70 2000000 0.764593841135313 0.852231050460853
0x70 1900000 0.781545237559363 0.792250835028781
0x70 1800000 0.789880324312692 0.690578778001079
0x70 1700000 0.782007317598488 0.596870563199624
0x70 1600000 0.760666123976862 0.520185511046029
0x70 1500000 0.738006722645795 0.455111442241375
0x70 1400000 0.708387999579282 0.407567376045142
0x70 1300000 0.676483247680914 0.374221129194839
0x70 1200000 0.663486709995155 0.334137610448171
0x70 1100000 0.618699856362202 0.298120453058658
0x70 1000000 0.570946469965576 0.26594988961153
0x70 900000 0.522364225951511 0.235153783994515
0x70 800000 0.460192908104283 0.213056818125755
0x70 700000 0.412620329220224 0.19222402124373
0x70 600000 0.370321894983473 0.173125506950264
0x70 500000 0.320147979446056 0.155777751798033
0x70 400000 0.254202090589572 0.136600659838794
0x70 300000 0.203129846843308 0.115837120508915
0x70 200000 0.135973790453594 0.0940961642791853
0x30 2000000 0.644636885898392 0.74787806979192
0x30 1900000 0.622941072179677 0.605922203267262
0x30 1800000 0.632881498238781 0.554852793354997
0x30 1700000 0.613928823756767 0.509578393251775
0x30 1600000 0.594850976947841 0.443333450658639
0x30 1500000 0.561603898310521 0.388086095896608
0x30 1400000 0.547109286698447 0.350434836673478
0x30 1300000 0.523198930460305 0.322241309040099
0x30 1200000 0.477508335276395 0.286909331463694
0x30 1100000 0.448828529200586 0.257887704909286
0x30 1000000 0.420851414340602 0.227411561137593
0x30 900000 0.400535770478546 0.204294022618174
0x30 800000 0.363489176837111 0.184947980422343
0x30 700000 0.330482276265189 0.169279558647783
0x30 600000 0.285008170259195 0.153806732072448
0x30 500000 0.244731833308627 0.13692886158375
0x30 400000 0.209802133932259 0.122323251416428
0x30 300000 0.159717229859095 0.105128954181722
0x30 200000 0.11241658314141 0.0846949342735176
0x10 2000000 0.453020931573404 0.54136202303175
0x10 1900000 0.44306948014209 0.444843083326125
0x10 1800000 0.437468221582969 0.390274941915853
0x10 1700000 0.423741808610528 0.352457288245493
0x10 1600000 0.408608997243811 0.318363817756465
0x10 1500000 0.391916909263722 0.289446113689167
0x10 1400000 0.375471027483381 0.267022144260125
0x10 1300000 0.357208607580466 0.247561226472924
0x10 1200000 0.334368956707606 0.235525398023076
0x10 1100000 0.313706503257049 0.214662942754791
0x10 1000000 0.294070162595453 0.195780802305473
0x10 900000 0.280622485707268 0.177875784006286
0x10 800000 0.254468283194686 0.159829172883388
0x10 700000 0.232690816108771 0.148642258259285
0x10 600000 0.201458620806455 0.13793805396651
0x10 500000 0.17541474640653 0.12612550322895
0x10 400000 0.150313791943756 0.113703667165876
0x10 300000 0.112084250282236 0.0962133661889591
0x10 200000 0.0766040063490558 0.0868959070591492
0xF 1400000 0.430463332354632 0.170606770807161
0xF 1300000 0.414756077097823 0.157841624263421
0xF 1200000 0.392007100109842 0.143936857912478
0xF 1100000 0.362057211739475 0.131880020979321
0xF 1000000 0.345341057723074 0.120462665431563
0xF 900000 0.314242742103453 0.108807932298618
0xF 800000 0.284034863479329 0.0978901687216598
0xF 700000 0.251510049279672 0.0909262688403421
0xF 600000 0.21278430945625 0.0834666680697753
0xF 500000 0.192275463890684 0.0778229090514802
0xF 400000 0.161286940626487 0.0734054053293771
0xF 300000 0.12142609952418 0.0685033813540432
0xF 200000 0.0905115107914973 0.0624798239082684
0x7 1400000 0.324302665700961 0.146882423136557
0x7 1300000 0.319577264223827 0.135228093259785
0x7 1200000 0.299863497891119 0.12344610665243
0x7 1100000 0.276498417820877 0.1148852801111
0x7 1000000 0.256924635697129 0.106584565486857
0x7 900000 0.236947005841588 0.0993139655206177
0x7 800000 0.213492320508869 0.090672083488018
0x7 700000 0.198734240058088 0.084521302970042
0x7 600000 0.176041288417993 0.0790687913595439
0x7 500000 0.150865494632616 0.0747809792810455
0x7 400000 0.122984707980872 0.0710558963262791
0x7 300000 0.102968803810249 0.0670823574549789
0x7 200000 0.0693950146064495 0.0626957096178272
0x3 1400000 0.244968415357012 0.131323099982464
0x3 1300000 0.228799869606687 0.121237489283607
0x3 1200000 0.216083377208796 0.111405174636649
0x3 1100000 0.202765555641491 0.103974188862522
0x3 1000000 0.19444237209072 0.0970576026441711
0x3 900000 0.179745515240764 0.0909115845406418
0x3 800000 0.162561630210855 0.0834209826056714
0x3 700000 0.143041894730427 0.0783084055500289
0x3 600000 0.127773014485576 0.0738264838751015
0x3 500000 0.115002252044507 0.07037149084953
0x3 400000 0.0980286363568926 0.0673262043545285
0x3 300000 0.0747917710488634 0.064047124665426
0x3 200000 0.0545740922295028 0.0605921418417057
0x1 1400000 0.146670420877479 0.110579007048284
0x1 1300000 0.141754074626619 0.102932746113257
0x1 1200000 0.134445808466291 0.0954147473924286
0x1 1100000 0.129053151276632 0.0897209156048291
0x1 1000000 0.120205530293342 0.0845528865047427
0x1 900000 0.112949733951515 0.0798734460000772
0x1 800000 0.102537364938771 0.0740643954270503
0x1 700000 0.09042576959121 0.0698997370383297
0x1 600000 0.0805729656195326 0.0668806774736376
0x1 500000 0.0712242057619108 0.0646171705615653
0x1 400000 0.0598486818952637 0.0619585087716853
